Room Number,Name,VIP,Arrival,Nights,Adults/Children,Room Type,Rate Plan,Travel Agent,Market,Preferences,Owner
,5008200,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"1,089.00EUR",,,
,"Mueller, Johannes, Mr ",REG,07/02/2026 15:15,8,1/0,KINGR,OPQ,,PRMF,,
,,,,,,,,,,,
,28804,,15/02/2026 22:30,RS,,KINGR,580.00EUR,,OTH,BFC,
,,,,,,,,,,,
,5007551,,OFF,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"4,640.00EUR",,,
,"Mueller, Johannes, Mr ",REG,07/02/2026 07:45,3,1/0,TWDX,BAR00,Accenture,PRMF,UPGR,
,,,,,,,,,,,
,29663,,10/02/2026 20:30,RS,,TWDX,989.00EUR,,CRS,,
,,,,,,,,,,,
,5008050,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"2,567.00EUR",,,
,"Muench, Laura, Ms ",,07/02/2026 14:30,1,2/0,KGSP,DAY,Adidas GmbH,CORL,,
,,,,,,,,,,,
,29272,,08/02/2026 09:00,RS,,KGSP,880.00EUR,,IBE,,
,,,,,,,,,,,
,5007954,,HOLD,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,880.00EUR,,,
,"Nolan, Jade, Mrs ",,07/02/2026 19:15,8,1/0,KGSP,OTA1,ABN Amro HQ,FIT1,KITC,TM
,,,,,,,,,,,
,30027,,15/02/2026 10:15,RS,,KGSP,840.00EUR,,OTH,,
,,,,,,,,,,,
,5008223,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"5,870.00EUR",,,
,"Onio, Gloria, Ms ",,07/02/2026 09:30,2,1/0,KGSP,BAR10,Saudi Aramco,CORL,,
,,,,,,,,,,,
,29038,,09/02/2026 20:45,RS,,KGSP,791.20EUR,,CRO,BFE,
,,,,,,,,,,,
,5007533,,OFF,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"1,422.40EUR",,,
,"Rusconi, Marcus, Mr ",COR,07/02/2026 12:00,7,2/0,KGDX,BAR10,Saudi Aramco,CORN,,
,,,,,,,,,,,
,29148,,14/02/2026 09:15,RS,,KGDX,791.20EUR,,GDS,BFE,
,,,,,,,,,,KING,
,5007306,,HOLD,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"4,738.40EUR",,,
,"Russo, Brigida, Ms ",,07/02/2026 09:00,1,2/0,KINGR,RACK,Mercedes Benz,CORN,,
,,,,,,,,,,,
,29878,,08/02/2026 23:45,RS,,KINGR,"1,089.00EUR",,SYN,,
,,,,,,,,,,,
,5008394,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"1,089.00EUR",,,
,"Russo, Brigida, Ms ",,07/02/2026 13:45,1,2/0,TWSP,BAR10,,FIT1,,
,,,,,,,,,,,
,29494,,08/02/2026 09:30,RS,,TWSP,791.20EUR,,SYN,BFE,
,,,,,,,,,,,
,5007895,,HOLD,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,791.20EUR,,,
,"Sanschagrin, Josephe, Ms ",,07/02/2026 17:45,10,1/0,KGST,BAR10,Berkshire Hathaway,CORG,,
,,,,,,,,,,,
,29980,,17/02/2026 08:45,RS,,KGST,"1,031.20EUR",,OTH,BFE,
,,,,,,,,,,TWIN,
,5008414,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"8,632.00EUR",,,
,"Shishani, Deti, Mrs ",,07/02/2026 18:00,8,01-Jan,A1KB,CORL25,Siemens Gamesa,PRMF,,
,,,,,,,,,,,
,29174,,15/02/2026 08:30,RS,,A1KB,679.00EUR,,CRS,"CRE25, DRI",
,,,,,,,,,,BAL2,
,5007569,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"5,432.00EUR",,,
,"Souplet, Roux, Mrs ",,07/02/2026 15:45,9,01-Jan,A1KB,BAR10,Telefonica,PRMF,,
,,,,,,,,,,,
,28237,,16/02/2026 20:30,RS,,A1KB,"1,031.20EUR",,OTH,BFE,
,,,,,,,,,,"UPGR,HTCN",
,5006561,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"7,840.80EUR",,,
,"Sultygov, Bakar, Mr ",,07/02/2026 22:45,3,2/0,TWDX,OTA1,Mercedes Benz,FIT1,DBL2,
,,,,,,,,,,,
,29796,,10/02/2026 07:30,RS,,TWDX,840.00EUR,,CRO,,
,,,,,,,,,,,
,5008146,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"2,180.00EUR",,,
,"Taylor, Aimee, Ms ",,07/02/2026 09:45,8,2/0,KINGR,CORL25,Bayerische Motoren Werke (BMW),CORL,,
,,,,,,,,,,,
,28091,,15/02/2026 17:00,RS,,KINGR,679.00EUR,,SIT,"CRE25, DRI",
,,,,,,,,,,,
,5006495,,PRE,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"5,432.00EUR",,,
,"Umkhayev, Asya, Mrs ",,07/02/2026 23:00,10,2/0,KINGR,RACK,Apple Incorporated Spain,CORG,,TM
,,,,,,,,,,,
,29571,,17/02/2026 06:30,RS,,KINGR,"1,089.00EUR",,CRO,,
,,,,,,,,,,,
,5007980,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"10,890.00EUR",,,
,"Van den Oord, David, Mr ",REG,07/02/2026 09:45,7,01-Jan,A1KB,CORL25,Telefonica,CORN,,
,,,,,,,,,,,
,29062,,14/02/2026 07:30,RS,,A1KB,679.00EUR,,CRS,"CRE25, DRI",
,,,,,,,,,,"SOFL,UPGR",
,5007610,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"4,753.00EUR",,,
,"Vogt, Anke, Dear Dr ",,07/02/2026 07:15,9,1/0,KINGR,CORL25,,FIT1,,
,,,,,,,,,,,
,29828,,16/02/2026 09:00,RS,,KINGR,679.00EUR,,OTH,"CRE25, DRI",
,,,,,,,,,,SAF,
,5008457,,OFF,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"6,111.00EUR",,,
,"Ziegler, Leonie, Mrs ",,07/02/2026 11:30,7,2/0,KGST,OTA1,Amazon Switzerland,FIT1,,
,,,,,,,,,,,
,30039,,14/02/2026 12:30,RS,,KGST,"1,095.00EUR",,GDS,,
,,,,,,,,,,,
,5008253,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"6,390.00EUR",,,
,"Arnold, Charles, Mr ",,08/02/2026 17:45,10,1/0,KCST,BAREX,,CORG,,
,,,,,,,,,,,
,29609,,18/02/2026 10:00,RS,,KCST,"1,230.00EUR",,GDS,"AID, AIP, BFC, EXE",
,,,,,,,,,,PVIEW,
,5007664,,OFF,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"12,300.00EUR",,,
,"Aslakhanov, Alpatu, Ms ",,08/02/2026 20:30,2,2/0,KGDX,BAR10,Mercedes Benz,CORL,,
,,,,,,,,,,,
,28775,,10/02/2026 18:45,RS,,KGDX,631.20EUR,,SIT,BFE,
,,,,,,,,,,,
,5007468,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"1,262.40EUR",,,
,"Bach, Robert, Mr ",VIP,08/02/2026 10:45,3,2/0,TWDX,RACK,,FIT1,SPAB,
,,,,,,,,,,,
,29681,,11/02/2026 23:30,RS,,TWDX,889.00EUR,,SYN,,
,,,,,,,,,,,
,5007630,,OFF,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"2,667.00EUR",,,
,"Bibi, Katie, Ms ",,08/02/2026 13:15,6,1/0,TCDX,BAREX,,CORL,,
,,,,,,,,,,,
,28324,,14/02/2026 07:45,RS,,TCDX,830.00EUR,,GDS,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5006716,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"4,980.00EUR",,,
,"Bisliev, Dzhamaldin, Mr ",,08/02/2026 20:15,4,1/0,TWDX,OPQ,Accenture,CORL,,
,,,,,,,,,,,
,28783,,12/02/2026 07:00,RS,,TWDX,490.00EUR,,GDS,BFC,
,,,,,,,,,,"KING,UPGR",
,5007221,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"1,960.00EUR",,,
,"Böðvarsdóttir, Dagný, Mrs ",,08/02/2026 08:30,4,2/0,KGDX,BARAD,Volkswagen AG,CORL,SOFL,
,,,,,,,,,,,
,28974,,12/02/2026 05:15,RS,,KGDX,591.75EUR,,SYN,,
,,,,,,,,,,,
,5007240,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"2,367.00EUR",,,
,"Brennan, Shannon, Ms ",,08/02/2026 15:15,3,1/0,TWDX,DAY,Amazon Switzerland,CORG,KITC,
,,,,,,,,,,,
,29007,,11/02/2026 09:15,RS,,TWDX,399.00EUR,,SIT,,
,,,,,,,,,,,
,5007332,,PRE,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"1,197.00EUR",,,
,"Brown, Dylan, Mr ",,08/02/2026 09:00,10,2/0,TWDX,OTA1,,CORN,,
,,,,,,,,,,,
,28799,,18/02/2026 11:15,RS,,TWDX,670.00EUR,,CRO,,
,,,,,,,,,,,
,5007526,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"7,040.00EUR",,,
,"Chichigov, Eset, Ms ",,08/02/2026 23:30,9,2/0,TWDX,OPQ,,PRMF,,
,,,,,,,,,,,
,28813,,17/02/2026 16:45,RS,,TWDX,490.00EUR,,HOT,BFC,
,,,,,,,,,,,
,5007226,,OFF,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"4,410.00EUR",,,
,"Czerwinski, Mieszko, Mr ",,08/02/2026 17:15,4,1/0,KCDX,BAREX,,PRMF,,
,,,,,,,,,,,
,28854,,12/02/2026 07:30,RS,,KCDX,810.00EUR,,IBE,"AID, AIP, BFC, EXE",
,,,,,,,,,,QUI,
,5007535,,PRE,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"3,240.00EUR",,,
,"Fiorentino, Michelino, Mr ",,08/02/2026 14:15,10,1/0,KCDX,BAREX,,FIT1,,
,,,,,,,,,,,
,29322,,18/02/2026 20:15,RS,,KCDX,810.00EUR,,OTH,"AID, AIP, BFC, EXE",
,,,,,,,,,,BAL2,
,5007761,,PRE,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"8,100.00EUR",,,
,"Fleming, Patrick, Mr ",,08/02/2026 20:45,10,2/0,TWSP,CORL25,Apple Incorporated Spain,CORG,,TM
,,,,,,,,,,,
,30077,,18/02/2026 13:15,RS,,TWSP,679.00EUR,,OTH,"CRE25, DRI",
,,,,,,,,,,BAL2,
,5008203,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"6,790.00EUR",,,
,"Harzl, Caroline, Ms ",,08/02/2026 06:15,8,2/0,KCDX,BAREX,,FIT1,,
,,,,,,,,,,,
,28842,WHLCHAIR,16/02/2026 17:30,RS,,KCDX,810.00EUR,,IBE,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007307,,PRE,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"6,480.00EUR",,,
,"Kwiatkowski, Benedykt, Mr ",,08/02/2026 21:45,9,1/0,KGSP,OPQ,Berkshire Hathaway,CORG,,
,,,,,,,,,,,
,29031,,17/02/2026 15:15,RS,,KGSP,490.00EUR,,CRS,BFC,
,,,,,,,,,,,
,5007426,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"4,410.00EUR",,,
,"Leduc, Karel, Mr ",,08/02/2026 16:00,1,2/0,KGST,RACK,,PRMF,,
,,,,,,,,,,,
,29045,,09/02/2026 23:15,RS,,KGST,"1,889.00EUR",,OTH,,
,,,,,,,,,,,
,5007243,,PRE,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"1,889.00EUR",,,
,"McNab, Jasper, Mr ",,08/02/2026 20:45,9,2/0,KGSP,BAR10,Banco Bilbao Vizcaya,FIT1,,
,,,,,,,,,,,
,29657,,17/02/2026 16:15,RS,,KGSP,631.20EUR,,GDS,BFE,
,,,,,,,,,,,
,5007701,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"6,000.80EUR",,,
,"Muench, Laura, Ms ",,08/02/2026 07:00,7,2/0,KINGR,BAR10,,PRMF,,
,,,,,,,,,,,
,28751,,15/02/2026 22:15,RS,,KINGR,631.20EUR,,GDS,BFE,
,,,,,,,,,,,
,5007455,,OFF,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"4,738.40EUR",,,
,"Naumann, Stephanie, Mrs ",,08/02/2026 17:15,2,1/0,KGDX,BAR00,Amazon Austria,CORL,UPGR,TM
,,,,,,,,,,,
,30044,,10/02/2026 23:00,RS,,KGDX,789.00EUR,,SIT,,
,,,,,,,,,,,
,5008492,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"1,578.00EUR",,,
,"Ouellet, Aubert, Mr ",,08/02/2026 14:00,1,2/0,KGSP,BAR00,Adidas GmbH,FIT1,,
,,,,,,,,,,,
,29852,,09/02/2026 19:15,RS,,KGSP,789.00EUR,,HOT,,
,,,,,,,,,,,
,5008465,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,789.00EUR,,,
,"Phaneuf, Philippe, Mr ",,08/02/2026 09:00,7,1/0,KGSP,BAR10,Adidas GmbH,PRMF,,
,,,,,,,,,,,
,29398,,15/02/2026 16:15,RS,,KGSP,631.20EUR,,IBE,BFE,
,,,,,,,,,,,
,5007903,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"4,738.40EUR",,,
,"Ratcliffe, Mariam, Ms ",EXE,08/02/2026 23:00,2,2/0,KCDX,BAREX,,CORN,,
,,,,,,,,,,,
,29229,,10/02/2026 20:00,RS,,KCDX,810.00EUR,,GDS,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007414,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"1,620.00EUR",,,
,"Szczepańska, Nadzieja, Ms ",,08/02/2026 12:00,2,1/0,KCST,BAREX,,CORL,,
,,,,,,,,,,,
,30072,,10/02/2026 19:15,RS,,KCST,"1,230.00EUR",,IBE,"AID, AIP, BFC, EXE",
,,,,,,,,,,KING,
,5008350,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"2,460.00EUR",,,
,"Taylor, Aimee, Ms ",,08/02/2026 17:15,10,2/0,KGDX,BAR00,Saudi Aramco,CORL,SM,
,,,,,,,,,,,
,28224,,18/02/2026 09:30,RS,,KGDX,789.00EUR,,SIT,,
,,,,,,,,,,,
,5006595,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"8,290.00EUR",,,
,"Tomaszewska, Maryla, Mrs ",,08/02/2026 12:15,10,1/0,TWSP,BAR10,Saudi Aramco,CORL,,
,,,,,,,,,,,
,30046,,18/02/2026 13:30,RS,,TWSP,631.20EUR,,SYN,BFE,
,,,,,,,,,,,
,5008530,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"6,632.00EUR",,,
,"Vasiliev, Moses, Mr ",,08/02/2026 11:45,10,1/0,KCDX,BAREX,,FIT1,,
,,,,,,,,,,,
,29168,,18/02/2026 20:30,RS,,KCDX,810.00EUR,,OTH,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007210,,OFF,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"8,100.00EUR",,,
,"Vedzizhev, Zelim, Mr ",,08/02/2026 12:45,8,1/0,KGST,BAR10,Apple Incorporated Spain,PRMF,,TM
,,,,,,,,,,,
,28013,,16/02/2026 11:30,RS,,KGST,791.20EUR,,GDS,BFE,
,,,,,,,,,,,
,5006401,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"6,809.60EUR",,,
,"Anderson, Abbie, Mrs ",,09/02/2026 05:45,9,1/0,KGDX,BAR10,,PRMF,,
,,,,,,,,,,,
,29508,,18/02/2026 22:15,RS,,KGDX,631.20EUR,,CRS,BFE,
,,,,,,,,,,FPLACE,
,5007866,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"6,000.80EUR",,,
,"Austin, Brock, Mr ",,09/02/2026 20:00,6,1/0,TWDX,OTA1,,FIT1,,
,,,,,,,,,,,
,29353,,15/02/2026 11:00,RS,,TWDX,670.00EUR,,CRS,,
,,,,,,,,,,,
,5007621,,OFF,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"4,360.00EUR",,,
,"Azevedo, Nicolash, Mr ",DIP,09/02/2026 11:45,9,1/0,KCDX,BAREX,,PRMF,,
,,,,,,,,,,,
,28926,,18/02/2026 08:00,RS,,KCDX,810.00EUR,,CRS,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007346,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"7,290.00EUR",,,
,"Barteaux, Françoise, Mrs ",OWNER,09/02/2026 17:15,9,2/0,TCDX,BAREX,,FIT1,,
,,,,,,,,,,,
,29161,,18/02/2026 18:15,RS,,TCDX,830.00EUR,,CRS,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007267,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"7,470.00EUR",,,
,"Batukayev, Khalid, Mr ",,09/02/2026 19:45,1,2/0,KCDX,BAREX,,CORG,,
,,,,,,,,,,,
,29410,,10/02/2026 14:00,RS,,KCDX,810.00EUR,,OTH,"AID, AIP, BFC, EXE",
,,,,,,,,,,HF,
,5007928,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,810.00EUR,,,
,"Bobrov, Emmanuel, Mr ",,09/02/2026 05:45,1,2/0,TWDX,BARAD,Volkswagen AG,CORG,,
,,,,,,,,,,,
,28818,,10/02/2026 17:45,RS,,TWDX,591.75EUR,,SYN,,
,,,,,,,,,,,
,5007138,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,591.75EUR,,,
,"Carey, Mia, Ms ",,09/02/2026 06:45,9,1/0,KINGR,BAR10,,CORL,,
,,,,,,,,,,,
,30052,,18/02/2026 06:45,RS,,KINGR,631.20EUR,,CRO,BFE,
,,,,,,,,,,KING,
,5008217,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"6,000.80EUR",,,
,"Dellucci, Raul, Mr ",,09/02/2026 10:15,2,2/0,KGDX,BAR00,,CORN,,
,,,,,,,,,,,
,29779,,11/02/2026 09:45,RS,,KGDX,789.00EUR,,SYN,,
,,,,,,,,,,,
,5008443,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"1,578.00EUR",,,
,"Dudek, Klemens, Mr ",,09/02/2026 08:15,3,2/0,KINGR,BARAD,Amazon Switzerland,FIT1,SAF,
,,,,,,,,,,,
,29652,,12/02/2026 13:00,RS,,KINGR,591.75EUR,,CRS,,
,,,,,,,,,,,
,5007992,,OFF,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"1,775.25EUR",,,
,"Farrell, George, Mr ",,09/02/2026 14:30,4,02-Jan,A1KB,DAY,Amazon Switzerland,FIT1,,
,,,,,,,,,,,
,28764,,13/02/2026 12:00,RS,,A1KB,880.00EUR,,CRO,,
,,,,,,,,,,,
,5007453,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"3,520.00EUR",,,
,"Gibb, Rory, Mr ",,09/02/2026 22:30,8,2/0,TCDX,BAREX,,CORG,,
,,,,,,,,,,,
,29127,,17/02/2026 18:30,RS,,TCDX,830.00EUR,,OTH,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007575,,HOLD,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"6,640.00EUR",,,
,"Glew, Sophie, Ms ",,09/02/2026 16:45,6,1/0,TCDX,BAREX,,CORL,,
,,,,,,,,,,,
,29384,,15/02/2026 12:30,RS,,TCDX,830.00EUR,,SYN,"AID, AIP, BFC, EXE",
,,,,,,,,,,CON,
,5007715,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"4,980.00EUR",,,
,"Greenham, Alicia, Mrs ",,09/02/2026 18:45,10,2/0,KCDX,BAREX,,CORL,,
,,,,,,,,,,,
,29991,,19/02/2026 11:15,RS,,KCDX,810.00EUR,,IBE,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5008550,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"8,100.00EUR",,,
,"Herbert, Aidan, Mr ",,09/02/2026 18:00,10,2/0,KCDX,BAREX,,PRMF,,
,,,,,,,,,,,
,28832,,19/02/2026 10:30,RS,,KCDX,810.00EUR,,SIT,"AID, AIP, BFC, EXE",
,,,,,,,,,,HTCN,
,5007343,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"8,100.00EUR",,,
,"Ibragimov, Abubakar, Mr ",,09/02/2026 20:00,2,2/0,KGDX,BARAD,Bayerische Motoren Werke (BMW),CORL,LF,
,,,,,,,,,,,
,28801,,11/02/2026 05:00,RS,,KGDX,591.75EUR,,CRS,,
,,,,,,,,,,,
,5007434,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"1,183.50EUR",,,
,"Izmaylov, Benjamin, Mr ",,09/02/2026 08:45,2,1/0,KCST,BAREX,,PRMF,,
,,,,,,,,,,,
,29648,,11/02/2026 23:30,RS,,KCST,"1,230.00EUR",,SIT,"AID, AIP, BFC, EXE",
,,,,,,,,,,PLA,
,5007957,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"2,460.00EUR",,,
,"Kwiatkowski, Benedykt, Mr ",,09/02/2026 20:30,7,2/0,KGSP,OPQ,,CORN,,
,,,,,,,,,,,
,29903,,16/02/2026 21:00,RS,,KGSP,490.00EUR,,SIT,BFC,
,,,,,,,,,,,
,5008424,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"3,430.00EUR",,,
,"Mazzi, Germano, Mr ",,09/02/2026 22:30,8,1/0,KGSP,BARAD,Tesla,CORL,SOFL,
,,,,,,,,,,,
,29582,,17/02/2026 19:15,RS,,KGSP,591.75EUR,,GDS,,
,,,,,,,,,,,
,5008000,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"5,034.00EUR",,,
,"Mollison, Beau, Mr ",,09/02/2026 23:00,3,2/0,KGSP,BAR10,Deloitte,CORN,,TM
,,,,,,,,,,,
,30075,,12/02/2026 18:00,RS,,KGSP,631.20EUR,,HOT,BFE,
,,,,,,,,,,,
,5008278,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"1,893.60EUR",,,
,"Musliyevich, Saparbek, Mr ",,09/02/2026 14:15,2,2/0,TWDX,BARAD,Amazon Austria,CORG,UPGR,TM
,,,,,,,,,,,
,29573,,11/02/2026 07:45,RS,,TWDX,591.75EUR,,SYN,,
,,,,,,,,,,,
,5007848,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"1,183.50EUR",,,
,"Nixon, Erin, Mrs ",EXE,09/02/2026 07:15,4,1/0,KGST,BAR10,Rolex AG,CORL,,
,,,,,,,,,,,
,29634,,13/02/2026 07:45,RS,,KGST,791.20EUR,,IBE,BFE,
,,,,,,,,,,,
,5008093,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"3,164.80EUR",,,
,"Nowicka, Beatrycze, Ms ",,09/02/2026 23:15,5,2/0,KGST,OTA1,Telefonica,CORL,UPGR,
,,,,,,,,,,,
,28170,,14/02/2026 19:45,RS,,KGST,840.00EUR,,CRO,,
,,,,,,,,,,,
,5006555,,PRE,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"4,455.00EUR",,,
,"Souza, Júlia, Ms ",,09/02/2026 05:30,7,1/0,TWDX,OPQ,Rolex AG,CORL,,
,,,,,,,,,,,
,29292,,16/02/2026 21:30,RS,,TWDX,490.00EUR,,GDS,BFC,
,,,,,,,,,,,
,5007768,,OFF,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"3,430.00EUR",,,
,"Steindórsdóttir, Málfríður, Mrs ",,09/02/2026 07:30,8,2/0,KINGR,BAR10,CNN News Group,CORN,,TM
,,,,,,,,,,,
,29907,,17/02/2026 16:15,RS,,KINGR,631.20EUR,,IBE,BFE,
,,,,,,,,,,DIN,
,5008604,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"5,369.60EUR",,,
,"Vinogradova, Ruth, Ms ",,09/02/2026 17:45,3,2/0,KINGR,BARRES,Bayerische Motoren Werke (BMW),PRMF,BAL2,
,,,,,,,,,,,
,29780,,12/02/2026 15:00,RS,,KINGR,729.00EUR,,SIT,,
,,,,,,,,,,,
,5008425,,PRE,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"2,187.00EUR",,,
,"Wiśniewski, Ziemowit, Mr ",,09/02/2026 23:00,1,2/0,TWDX,RACK,Amazon Deustchland,CORG,,TM
,,,,,,,,,,,
,29986,,10/02/2026 05:30,RS,,TWDX,889.00EUR,,SIT,,
,,,,,,,,,,,
,5008460,,PRE,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,889.00EUR,,,
,"Witteveen, Mehmed, Mr ",,09/02/2026 18:30,2,2/0,TWDX,BAR00,,CORG,,
,,,,,,,,,,,
,26773,,11/02/2026 11:00,RS,,TWDX,650.00EUR,,HOT,,
,,,,,,,,,,,
,5004767,,HOLD,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"1,300.00EUR",,,
,"Zielinski, Grzegorz, Mr ",,09/02/2026 14:45,9,2/0,TWDX,BAR10,,CORL,,
,,,,,,,,,,,
,29297,,18/02/2026 14:00,RS,,TWDX,631.20EUR,,CRO,BFE,
,,,,,,,,,,,
,5008023,,OFF,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"6,000.80EUR",,,
,"Zimmerman, Michael, Mr ",,09/02/2026 11:00,2,1/0,TWDX,BARRES,,PRMF,DIN,
,,,,,,,,,,,
,29837,,11/02/2026 13:00,RS,,TWDX,729.00EUR,,CRO,,
,,,,,,,,,,,
,5008185,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"1,458.00EUR",,,
,"Adamski, Karl, Mr ",,10/02/2026 11:15,7,2/0,TWDX,BAR00,Mercedes Benz,PRMF,,
,,,,,,,,,,,
,29592,,17/02/2026 21:15,RS,,TWDX,789.00EUR,,HOT,,
,,,,,,,,,,,
,5008027,,OFF,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"5,923.00EUR",,,
,"Ásgeirsdóttir, Rúna, Ms ",,10/02/2026 07:30,3,1/0,KCST,BAREX,,FIT1,,
,,,,,,,,,,,
